0.432925,0.195035,0.37204
0.421664,0.080165,0.49817
0.406558,0.112195,0.481248
0.360373,0.125,0.514627
0.333714,0.192708,0.473578
0.474203,0.127083,0.398713
0.47457,0.09375,0.43168
0.440477,0.265535,0.293989
0.414246,0,0.585754
0.463985,0.10119,0.434825
0.365711,0.119048,0.515242
0.312063,0.261728,0.426209
0.359425,0.493284,0.14729
0.457537,0.068966,0.473497
0.377777,0.383135,0.239088
0.43019,0.344192,0.225618
0.364314,0.172894,0.462792
0.481174,0.059571,0.459255
0.508831,0.111111,0.380058
0.556224,0,0.443776
0.399504,0.133333,0.467163
0.513612,0.074074,0.412314
0.530066,0,0.469934
0.471658,0.095238,0.433104
0.576115,0.111806,0.312078
0.344201,0.18982,0.465979
0.261226,0.181112,0.557662
0.568789,0,0.431211
0.371145,0.255844,0.373011
0.510458,0,0.489542
0.367658,0.190071,0.442271
0.352581,0.125,0.522419
0.47426,0.160714,0.365026
0.397026,0.248409,0.354565
0.285346,0.153718,0.560936
0.458323,0.170184,0.371493
0.364274,0.27381,0.361917
0.387878,0.250191,0.361931
0.385255,0.08783,0.526915
0.475957,0.066667,0.457377
0.48716,0.191775,0.321065
0.301096,0.153913,0.544991
0.372714,0.36756,0.259727
0.422713,0.122619,0.454668
0.319787,0.213333,0.466879
0.496462,0.175026,0.328512
0.341671,0.252716,0.405613
0.516083,0.103758,0.380159
0.496167,0.287189,0.216644
0.433286,0.178788,0.387926
0.332085,0.130159,0.537757
0.478356,0.130208,0.391435
0.410577,0.067547,0.521877
0.332186,0.148696,0.519119
0.307947,0.041667,0.650387
0.514173,0.119048,0.36678
0.401598,0.246653,0.351748
0.491312,0.1,0.408688
0.424964,0.227305,0.34773
0.428506,0.281819,0.289675
0.531424,0.090625,0.377951
0.652967,0,0.347033
0.402762,0.190476,0.406762
0.355195,0.133333,0.511471
0.341594,0.261905,0.396502
0.273211,0.165978,0.560811
0.464421,0.213839,0.321739
0.51358,0.047619,0.438801
0.288766,0.253968,0.457266
0.239786,0.642287,0.117927
0.459448,0.201389,0.339163
0.400795,0.1875,0.411705
0.548436,0,0.451564
0.360975,0.234524,0.404501
0.422542,0.055556,0.521903
0.444498,0.222222,0.333279
0.570608,0.095238,0.334154
0.304298,0.224593,0.471109
0.570731,0.055556,0.373713
0.350007,0.278393,0.3716
0.452962,0.083333,0.463704
0.4819,0.104762,0.413338
0.401088,0.098485,0.500427
0.364138,0.330526,0.305336
0.480058,0.130481,0.389461
0.328793,0.041667,0.629541
0.415144,0.055556,0.5293
0.253165,0.29883,0.448005
0.364119,0.204013,0.431868
0.47573,0.209728,0.314542
0.38498,0.183761,0.43126
0.252265,0,0.747735
0.307172,0.1875,0.505328
0.503774,0.113527,0.382699
0.58184,0.229735,0.188425
0.414973,0.138598,0.446429
0.371757,0.0625,0.565743
0.308208,0.244048,0.447744
0.360291,0.194081,0.445629
0.472499,0.241667,0.285835
0.32817,0.240741,0.431089
0.419964,0.115741,0.464296
0.393636,0,0.606364
0.409029,0.264138,0.326833
0.377376,0.186279,0.436345
0.456172,0.150641,0.393187
0.314951,0.299597,0.385452
0.471164,0,0.528836
0.370715,0.233974,0.395311
0.497197,0.053571,0.449231
0.415383,0.055556,0.529061
0.332823,0.246667,0.420511
0.487787,0.357885,0.154328
0.324585,0.356541,0.318875
0.28796,0.133333,0.578706
0.359858,0.181146,0.458996
0.421058,0.075,0.503942
0.316329,0.233493,0.450178
0.293474,0.181548,0.524979
0.364606,0.055556,0.579838
0.472592,0.083333,0.444075
0.231989,0.112278,0.655732
0.424727,0,0.575273
0.34072,0.236111,0.423169
0.27837,0.483975,0.237654
0.423418,0,0.576582
0.418024,0.090909,0.491066
0.390562,0.084091,0.525347
0.428884,0.142857,0.428259
0.406513,0,0.593487
0.408967,0.284226,0.306807
0.346512,0.212074,0.441414
0.426942,0.208333,0.364725
0.428131,0.260163,0.311707
0.42351,0.148148,0.428341
0.440676,0.214955,0.344369
0.295524,0.260382,0.444095
0.561123,0.0625,0.376377
0.338029,0.074074,0.587897
0.444481,0,0.555519
0.359633,0.087024,0.553343
0.391673,0.133333,0.474994
0.44172,0.041667,0.516613
0.511613,0.1,0.388387
0.452522,0.141667,0.405812
0.303066,0.124122,0.572812
0.498192,0.137228,0.364579
0.477019,0.092593,0.430388
0.457883,0.123244,0.418873
0.397291,0.107143,0.495566
0.251958,0.275831,0.472211
0.492026,0.161049,0.346925
0.401475,0.213351,0.385174
0.429994,0.333333,0.236673
0.278371,0.287809,0.433821
0.323686,0.125,0.551314
0.514412,0.130489,0.355099
0.571256,0.180769,0.247975
0.47052,0.142857,0.386622
0.741834,0,0.258166
0.322458,0.213955,0.463587
0.372207,0.271898,0.355895
0.442257,0.193452,0.36429
0.330378,0.34176,0.327861
0.388927,0.120229,0.490843
0.477427,0.066667,0.455906
0.445127,0.066667,0.488206
0.339984,0,0.660016
0.372547,0.081891,0.545562
0.442241,0.095238,0.462521
0.586922,0,0.413078
0.475906,0.186063,0.338031
0.36351,0.258102,0.378388
0.392712,0.1875,0.419788
0.551133,0,0.448867
0.477612,0,0.522388
0.374768,0.119048,0.506185
0.479641,0.185185,0.335174
0.386734,0.160544,0.452721
0.244888,0.478175,0.276937
0.397747,0.171296,0.430956
0.352895,0.112181,0.534924
0.401454,0,0.598546
0.481216,0.083333,0.435451
0.545474,0.062338,0.392188
0.383841,0.066667,0.549492
0.365592,0.292548,0.341859
0.418464,0.220238,0.361298
0.566365,0,0.433635
0.388703,0.116099,0.495198
0.417922,0.14393,0.438147
0.484948,0.083333,0.431718
0.364463,0.083333,0.552203
0.393865,0.156586,0.449549
0.383937,0.07483,0.541233
0.326896,0.166667,0.506437
0.393047,0.253027,0.353926
