Nabaty Tamir,1.7042502504638295
Lomasov Semen,1.574658310937447
Vavulin Maksim,1.4603628208900732
Afanasiev Nikita,1.3217134498738414
Samusenko Maksim,1.2435177400738553
Shukh Nikolai,1.1787879673239818
Mozharov Mikhail,1.1599976222124206
Savchenko Boris,1.1556106892932168
Zakhartsov Vladimir,1.1411290219394952
Harutjunyan Gevorg,1.1368446026159176
Timofeev Artyom,1.0912303795612293
Kokarev Dmitry,1.0694075862441847
Gaifullin Artur,1.0315927849962314
Vokhidov Shamsiddin,1.0308492159154128
Schekachikhin Maksim,1.0124777689348192
Drygalov Andrey,1.0109107833328534
Matinian Nikita,1.007410683858116
Sindarov Javokhir,0.9680649234561253
Urazayev Arystanbek,0.9498235466532882
Fakhrutdinov Timur,0.9478075786700909
Tsydypov Zhamsaran,0.9477697807136434
Boruchovsky Avital,0.9439002519537695
Bocharov Ivan,0.937015228476009
Khegay Dmitriy,0.9212583492610708
Mammadzada Gunay,0.9086685523328862
Ladva Ottomar,0.8893479218370003
Sorokin Aleksey,0.8643497160307541
Palachev Petr,0.8554527144277776
Yeletsky Ivan,0.8285826687274551
Kardashevskiy Evgeny,0.8170017237193549
Dvalishvili Pavel S.,0.8079593584202716
Bryakin Mikhail,0.7935271305727194
Korchmar Vasiliy,0.7696328633522748
Drygalov Sergey,0.7357525291575804
Golubov Saveliy,0.7283084590192924
﻿Volovich Vasily,0.7042502504638298
Levin Evgeny A.,0.6904714084328474
Gukesh D,0.689506799190292
Kozionov Kirill,0.686913302614578
Kalashian David,0.677812968110073
Lobanov Sergei,0.6667994038369585
Khanin Semen,0.6623429378356662
Frolyanov Dmitry,0.6540451021857365
Murtazin Bulat,0.5899219136321635
Iljiushenok Ilia,0.5751240091420843
Malyshev Grigory,0.5717035994132236
Sanzhaev Darsen,0.5619543874389417
Davtyan Artur,0.538964608888344
Muradli Mahammad,0.5182121015173674
Nigmatov Ortik,0.5103813528765887
Ushenina Anna,0.47736228773702183
Karpenko Artem,0.4771138896328806
Skatchkov Valery,0.46511757545174426
Li Hong,0.46261740022904685
Rakshitta Ravi,0.44790210821749116
Belyakov Bogdan,0.4445399773345242
Murzin Volodar,0.43557525152948723
Baghdasaryan Vahe,0.42000187329248656
Tran Minh Thang,0.3982456067428538
Babarykin Stanislav,0.3957139517800176
Sawlin Leonid,0.3798191680094659
Taalaibekov Tagir,0.3778339560079514
Bykov Egor,0.36689576737970914
Grachev Boris,0.3662812446930937
Salemgareev Tagir,0.3640245746621712
Sakulo Denis,0.359819786061735
Smirnov Timofey,0.34267816653194805
Lesovoi Evgenij,0.3115963925952468
Tekeyev Zaur,0.3108294066789775
Hakobyan Hovhannes H.,0.28712531738016667
Korennoi Viktor,0.2787252921190988
Erdenepurev Boldoo,0.26882654233594305
Barseghyan Armen Ar.,0.25165238816422125
Ivanov Oleg V,0.25123955016359234
Avalyan Artur,0.2458997136882615
Shubin Kirill,0.24406886881607237
Beletsky Alexey,0.2394241971268361
Nozdrachev Leonid,0.2179042858310588
Rodchenkov Vitaly,0.21306469574612744
Balajayeva Khanim,0.20837539479309758
Golikov Daniil,0.19521029321870303
Gorbatov Alexej,0.18776539769085665
Geivondian Arman,0.18051475374621329
Shoboev Dandar,0.17690781722575794
Naumkin Igor,0.1761327103276555
Yuferov Sergey N,0.17521337292280256
Zakaryan David,0.16837034968672887
Tarasov Alexandr,0.16321240368995138
Faizrakhmanov Ramil,0.15033031457028592
Shinkevich Vitaly,0.14536197593075184
Uraev Ivan,0.14519472879735226
Gubajdullin Alexei,0.14481213722537165
Saiyn Zhanat,0.1148225099853653
Yeritsyan Aram,0.10776924590046914
Usmanov Vasily,0.08431123518585487
Kavyev Ruslan,0.07807070451116688
Cherenkov Andrey,0.07691803321056523
Kukhmazov Arsen,0.07210533345757958
Perov German,0.07187821936402157
Ivanov Platon-Jaan,0.06554884507123851
Saydaliev Saidakbar,0.06005102987105245
Demianjuk Alexander,0.024201226042710647
Pogosyan Stefan,0.024177087779390788
Ganerdene Sugar,0.02355960858683946
Mukhutdinov Tigran,0.017567702926500787
Kretov Evgenij,0.017062546191649205
Saveliev Alexei,0.013808206765314537
Makoveev Ilya,0.012295578574242379
Konaplev Anton,0.01188050530713496
Guerrero Sierra Juan Carlos,0.01064910911485749
Suleymanli Aydin,0.010060596289800565
Efanov Nikolai,0.004907529803093171
Fitiak Sergey,0.0010298771014687394
Primbetov Kazbek,-0.002884475522637788
Sirosh Ilja,-0.003468047310602667
Salman Pavel,-0.005118982949004973
Kesidis Odyseas,-0.00886407644606342
Chibukhchyan Erik,-0.018234421424899304
Murtazin Ruslan,-0.01877631645123333
Manafov Vugar,-0.023157700387496268
Sattarov Bobir,-0.026215597997103428
Bykov Oleg,-0.05291871074782414
Assaubayeva Bibisara,-0.06006094516825875
Tsoi Dmitry,-0.06385710723023089
Nazaretyan Tigran,-0.07389323415134633
Garayev Kanan,-0.09805069434411753
Navrodskiy Boris,-0.10256648448685121
Tugarin Anton,-0.10980843311507306
Savenkov Konstantin,-0.11629911439419616
Nurgali Nazerke,-0.14709090771735356
Oganian Miran,-0.1506111056257659
Cherepanov Vladislav,-0.15429055885261908
Gurvich Vitaly,-0.171350865606227
Mischuk Dmitry,-0.17853839965900759
Makarian Rudik,-0.1819443320482468
Zubkov Vsevolod,-0.1873122919590385
Proleiko Julian,-0.19876827758774637
Chernyak Viktoria,-0.2120805917794828
Yagupov Igor,-0.22495203348402326
Rozhkov Viacheslav,-0.22765816233917144
Smaglov Konstantin,-0.2295996217480537
