0.234518,0.685646,0.079836
0.199884,0.786532,0.013585
0.249856,0.713133,0.037011
0.212506,0.677216,0.110278
0.139224,0.790525,0.07025
0.268026,0.718527,0.013447
0.280391,0.715468,0.004141
0.19052,0.759688,0.049792
0.141091,0.769307,0.089602
0.24874,0.744938,0.006322
0.214482,0.741374,0.044144
0.173248,0.788878,0.037874
0.179891,0.793441,0.026668
0.190813,0.750153,0.059034
0.227759,0.765177,0.007064
0.219028,0.744061,0.036911
0.143548,0.772354,0.084099
0.151915,0.738081,0.110004
0.155694,0.776527,0.067778
0.205922,0.79166,0.002418
0.246514,0.665162,0.088323
0.139002,0.829753,0.031245
0.199431,0.778419,0.02215
0.244045,0.750552,0.005404
0.1763,0.736564,0.087136
0.262937,0.735509,0.001554
0.243301,0.724211,0.032487
0.150786,0.808177,0.041037
0.23512,0.750711,0.014169
0.165473,0.816268,0.018259
0.254963,0.713973,0.031064
0.255852,0.604274,0.139874
0.16482,0.77979,0.055389
0.284792,0.700931,0.014277
0.188585,0.790104,0.021311
0.154582,0.844121,0.001297
0.223519,0.730079,0.046403
0.191299,0.800615,0.008086
0.252898,0.715225,0.031878
0.223858,0.700963,0.075179
0.242852,0.717335,0.039813
0.342373,0.600878,0.056748
0.19316,0.759463,0.047377
0.185633,0.806598,0.00777
0.197852,0.771249,0.0309
0.289892,0.654458,0.05565
0.213201,0.714717,0.072082
0.201342,0.734616,0.064042
0.20964,0.773891,0.01647
0.268466,0.703542,0.027992
0.178587,0.814186,0.007227
0.156054,0.818095,0.025851
0.192287,0.729695,0.078018
0.291872,0.61495,0.093178
0.179507,0.817569,0.002923
0.162948,0.811601,0.02545
0.214233,0.742188,0.043578
0.220568,0.773703,0.005729
0.216605,0.777178,0.006217
0.165807,0.749818,0.084376
0.22652,0.758087,0.015393
0.223117,0.69335,0.083533
0.207368,0.778959,0.013672
0.189622,0.770828,0.03955
0.208619,0.776008,0.015373
0.292272,0.699548,0.00818
0.180849,0.813898,0.005253
0.232583,0.734634,0.032783
0.194188,0.737372,0.068441
0.207892,0.771014,0.021094
0.16744,0.809021,0.023539
0.157041,0.824734,0.018224
0.160057,0.819164,0.020779
0.196805,0.78281,0.020385
0.140643,0.823847,0.03551
0.192309,0.785512,0.022179
0.216453,0.744536,0.039011
0.242726,0.750899,0.006376
0.23842,0.739358,0.022222
0.215459,0.642931,0.141609
0.214979,0.727223,0.057798
0.212284,0.68695,0.100767
