12.1408514,,15.18047124,2.681409115,,15.03643976
14.61895305,,Mean,Var,,Actual
15.22131438,,,,,
20.2938543,,,,,
17.61559383,,,,,
16.21570077,,,,,
17.01069126,,,,,
13.23942317,,,,,
17.98272211,,,,,
14.64516318,,,,,
15.08955851,,,,,
17.99625238,,,,,
14.09108736,,,,,
15.15553433,,,,,
14.91392338,,,,,
15.32871728,,,,,
13.41574988,,,,,
15.78061043,,,,,
16.55471598,,,,,
14.13339095,,,,,
13.48620022,,,,,
14.37715278,,,,,
15.98642006,,,,,
14.11478359,,,,,
14.74129258,,,,,
15.36598407,,,,,
15.93005971,,,,,
15.94082556,,,,,
15.44882695,,,,,
12.7162826,,,,,
13.80419589,,,,,
15.03619076,,,,,
13.87506101,,,,,
14.60185649,,,,,
15.52737166,,,,,
15.72132242,,,,,
15.77518064,,,,,
15.233445,,,,,
17.06456202,,,,,
15.38285103,,,,,
16.18582004,,,,,
19.07331916,,,,,
15.39980904,,,,,
15.87880354,,,,,
13.49144908,,,,,
14.17194001,,,,,
15.15683446,,,,,
15.05187454,,,,,
15.28156289,,,,,
16.36369887,,,,,
17.12983817,,,,,
16.88070359,,,,,
14.44247821,,,,,
17.93416474,,,,,
14.93561357,,,,,
14.76151568,,,,,
16.29770002,,,,,
17.68670056,,,,,
15.10765143,,,,,
16.40421345,,,,,
12.81551906,,,,,
17.41990263,,,,,
15.22409929,,,,,
14.18948648,,,,,
16.02146823,,,,,
17.89454958,,,,,
14.22021482,,,,,
14.0175949,,,,,
12.5251457,,,,,
15.0088089,,,,,
15.67420246,,,,,
15.69813715,,,,,
17.4152399,,,,,
17.07136153,,,,,
16.68077176,,,,,
16.94752896,,,,,
14.74312951,,,,,
16.65610831,,,,,
13.81289673,,,,,
16.06815991,,,,,
17.24134733,,,,,
14.55911137,,,,,
15.71102027,,,,,
15.5379493,,,,,
12.87009341,,,,,
16.47259054,,,,,
12.89792736,,,,,
16.8223851,,,,,
16.18326094,,,,,
14.03814397,,,,,
12.83420188,,,,,
16.3873228,,,,,
17.37024748,,,,,
16.36609034,,,,,
15.32098694,,,,,
15.65183233,,,,,
12.46576176,,,,,
15.50042555,,,,,
16.47539466,,,,,
12.66194638,,,,,
13.55114212,,,,,
14.12852367,,,,,
18.49556588,,,,,
19.0058282,,,,,
14.83701146,,,,,
15.5466955,,,,,
16.39424649,,,,,
14.2700375,,,,,
16.18119331,,,,,
12.97423859,,,,,
15.96759733,,,,,
16.56796109,,,,,
16.645988,,,,,
15.49461316,,,,,
16.02709913,,,,,
12.9330376,,,,,
15.4426603,,,,,
16.46547842,,,,,
14.32873964,,,,,
12.83744133,,,,,
14.73724522,,,,,
15.73234232,,,,,
14.8203975,,,,,
13.15487433,,,,,
14.51343057,,,,,
11.45829666,,,,,
15.10059059,,,,,
14.4208079,,,,,
13.19271391,,,,,
14.95034726,,,,,
16.56628735,,,,,
21.8098399,,,,,
12.9135001,,,,,
15.18995595,,,,,
16.41337339,,,,,
13.65005186,,,,,
15.6919449,,,,,
14.4346658,,,,,
15.10915566,,,,,
16.0458513,,,,,
16.36781451,,,,,
13.98712804,,,,,
11.40879783,,,,,
15.95219187,,,,,
18.50177019,,,,,
14.99760184,,,,,
14.55934507,,,,,
12.25522193,,,,,
16.94360938,,,,,
14.01708744,,,,,
15.27216593,,,,,
14.73256363,,,,,
12.78982547,,,,,
13.81160052,,,,,
13.94627769,,,,,
15.55993808,,,,,
14.91316432,,,,,
13.98788229,,,,,
12.92268533,,,,,
14.24366711,,,,,
14.19354613,,,,,
14.02973098,,,,,
15.99352983,,,,,
14.16825996,,,,,
18.35814916,,,,,
14.73824238,,,,,
14.29121461,,,,,
14.85856636,,,,,
11.9894469,,,,,
15.7549401,,,,,
17.51167991,,,,,
15.4323791,,,,,
15.14511594,,,,,
12.229176,,,,,
15.62952594,,,,,
17.27350324,,,,,
17.46946476,,,,,
13.99588354,,,,,
12.83788816,,,,,
15.6049563,,,,,
16.18966919,,,,,
13.73104895,,,,,
12.25894656,,,,,
15.74704539,,,,,
14.15124944,,,,,
13.92274119,,,,,
13.47982279,,,,,
16.4299801,,,,,
13.44253914,,,,,
14.94086988,,,,,
14.181619,,,,,
14.39222013,,,,,
12.28221758,,,,,
16.19696742,,,,,
15.20236518,,,,,
17.30989514,,,,,
15.24610102,,,,,
14.38479024,,,,,
13.65254677,,,,,
15.59357481,,,,,
